Всего попыток,Попыток зачерпнуть,Всего зачерпнули,Всего не удалось зачерпнуть,Процент неудавшихся зачерпываний,Попыток налить,Всего налили,Всего не удалось налить,Процент неудавшихся налитий,Воды в начале,Сейчас воды в бочке
100000,49908,950321,297937,17.64246213031979,50092,950278,305946,18.07074982033059,65,22
